id,tipe,model,pertanyaan,jawaban_benar,jawaban_sistem,rougeL,is_grounded,grounding_score_faithfulness
41,in_domain,groq,Jelaskan hukum bacaan lafaz فَتَأْتُونَ pada ayat 18 An-Naba!,"Lafaz فَتَأْتُونَ (fata'tuun) pada ayat 18 surah An-Naba' termasuk hukum Mad Thabi'i / Mad Arid Lissukun, kategori Mad Far'i. Dibaca Mad Thabi'i (2 harakat) jika washal (dilanjutkan), atau Mad Arid Lissukun (2, 4, 6 harakat) jika diwaqafkan. (Sumber: Kitab Hidayatus Sibyan)","Hukum bacaan lafaz فَتَأْتُونَ (fata'tuun) pada ayat 18 An-Naba adalah Mad Thabi'i / Mad Arid Lissukun. Lafaz ini termasuk dalam kategori Mad Far'i. Dibaca Mad Thabi'i (2 harakat) jika washal (dilanjutkan), atau Mad Arid Lissukun (2, 4, 6 harakat) jika diwaqafkan.

Sumber: Kitab Hidayatus Sibyan",0.8913,True,0.749
42,in_domain,groq,Bagaimana cara membaca lafaz مِن رَّبِّكَ pada ayat ke-36?,"Lafaz مِن رَّبِّكَ (min rabbika) pada ayat 36 surah An-Naba' termasuk hukum Idgham Bilaghunnah, kategori Nun Sukun dan Tanwin. Nun sukun bertemu huruf ra, dibaca lebur (masuk) ke huruf ra tanpa dengung. (Sumber: Kitab Hidayatus Sibyan)","Cara membaca lafaz مِن رَّبِّكَ pada ayat ke-36 adalah dengan hukum Idgham Bilaghunnah, yaitu nun sukun bertemu huruf ra, dibaca lebur (masuk) ke huruf ra tanpa dengung.

Sumber: Kitab Hidayatus Sibyan (Konteks 2)",0.7164,True,0.742
43,in_domain,groq,Sebutkan dan jelaskan hukum tajwid dari kata مَنْ أَذِنَ di ayat 38!,"Lafaz مَنْ أَذِنَ (man adzina) pada ayat 38 surah An-Naba' termasuk hukum Idzhar Halqi, kategori Nun Sukun dan Tanwin. Nun sukun bertemu huruf alif/hamzah, dibaca terang dan jelas tanpa dengung. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid dari kata مَنْ أَذِنَ di ayat 38 adalah Idzhar Halqi. Ini berarti bahwa nun sukun (نْ) bertemu dengan huruf alif/hamzah, sehingga dibaca terang dan jelas tanpa dengung.

Sumber: Kitab Hidayatus Sibyan",0.6154,True,0.758
44,in_domain,groq,Mengapa lafaz ٱلْحَقُّ pada ayat 39 dibaca demikian? Jelaskan hukumnya!,"Lafaz ٱلْحَقُّ (al-haqq) pada ayat 39 surah An-Naba' termasuk hukum Qalqalah Kubra, kategori Qalqalah. Huruf qaf bertasydid diwaqafkan (di akhir kalimat), dipantulkan dengan kuat. (Sumber: Kitab Hidayatus Sibyan)","Lafaz ٱلْحَقُّ pada ayat 39 dibaca demikian karena hukum Qalqalah Kubra. Qalqalah Kubra adalah hukum yang berlaku ketika huruf qaf bertasydid diwaqafkan (di akhir kalimat), maka dibaca dengan cara dipantulkan dengan kuat.

Sumber: Kitab Hidayatus Sibyan",0.6875,True,0.783
45,out_of_domain,groq,Apa hukum tajwid Mad Badal dalam surah An-Naba?,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,"Informasi tersebut tidak tersedia dalam database tajwid An-Naba.
Sumber: Kitab Hidayatus Sibyan",0.8182,True,1.0
46,out_of_domain,groq,Jelaskan hukum bacaan Mad Layyin pada surah An-Naba!,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,"Informasi tersebut tidak tersedia dalam database tajwid An-Naba.

Sumber: Kitab Hidayatus Sibyan",0.8182,True,1.0
47,out_of_domain,groq,Sebutkan contoh Mad Silah Qasirah dalam surah An-Naba!,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,"Informasi tersebut tidak tersedia dalam database tajwid An-Naba.
Sumber: Kitab Hidayatus Sibyan",0.8182,True,1.0
48,out_of_domain,groq,Apa hukum Mad Iwad dalam surah An-Naba?,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,"Informasi tersebut tidak tersedia dalam database tajwid An-Naba.
Sumber: Kitab Hidayatus Sibyan",0.8182,True,1.0
49,out_of_domain,groq,Jelaskan hukum Ikhfa Syafawi pada surah An-Naba!,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,"Informasi tersebut tidak tersedia dalam database tajwid An-Naba.
Sumber: Kitab Hidayatus Sibyan",0.8182,True,1.0
50,out_of_domain,groq,Apa hukum tajwid Lam Tafkhim dalam surah An-Naba?,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,"Informasi tersebut tidak tersedia dalam database tajwid An-Naba.
Sumber: Kitab Hidayatus Sibyan",0.8182,True,1.0
1,in_domain,gemini,Jelaskan hukum bacaan lafaz إِنَّا pada ayat 40 An-Naba!,"Lafaz إِنَّا (innaa) pada ayat 40 surah An-Naba' termasuk hukum Ghunnah, kategori Ghunnah. Huruf nun bertasydid dibaca dengan dengung 2 harakat. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, hukum bacaan lafaz **إِنَّا** pada ayat 40 Surah An-Naba adalah sebagai berikut:

*   **Lafaz:** إِنَّا (innaa)
*   **Hukum:** Ghunnah
*   **Kategori:** Ghunnah
*   **Penjelasan:** Huruf nun bertasydid dibaca dengan dengung selama 2 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.7541,True,0.647
2,in_domain,gemini,Bagaimana cara membaca lafaz عَنِ ٱلنَّبَإِ pada ayat ke-2?,"Lafaz عَنِ ٱلنَّبَإِ (anin an-naba'i) pada ayat 2 surah An-Naba' termasuk hukum Ghunnah, kategori Ghunnah. Berasal dari 'nin + na'. Nun tasydid, dibaca lebur dengan dengung (ghunnah) selama 2 harakat. (Sumber: Kitab Hidayatus Sibyan)","Cara membaca lafaz **عَنِ ٱلنَّبَإِ** pada ayat ke-2 adalah sebagai berikut:

1.  **Hukum Ghunnah**: Dibaca lebur dengan dengung (ghunnah) selama 2 harakat. Hal ini dikarenakan adanya nun tasydid (berasal dari 'nin + na').
2.  **Hukum Alif Lam Syamsiyyah**: Alif lam bertemu dengan huruf nun (huruf syamsiyyah), sehingga lam dibaca lebur atau idgham ke dalam huruf nun dan dibaca dengan tasydid.

**Sumber:** Kitab Hidayatus Sibyan",0.3958,True,0.746
3,in_domain,gemini,Sebutkan dan jelaskan hukum tajwid dari kata عَمَّ di ayat 1!,"Lafaz عَمَّ ('amma) pada ayat 1 surah An-Naba' termasuk hukum Ghunnah, kategori Ghunnah. Berasal dari 'an + ma'. Mim tasydid, dibaca lebur dengan dengung (ghunnah) selama 2 harakat. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid dari kata **عَمَّ** pada ayat 1 adalah sebagai berikut:

*   **Hukum:** Ghunnah
*   **Kategori:** Ghunnah
*   **Penjelasan:** Berasal dari kata *'an + ma'*. Terdapat mim tasydid yang dibaca lebur dengan dengung (ghunnah) selama 2 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.7463,True,0.652
4,in_domain,gemini,Mengapa lafaz جَنَّاتٍ pada ayat 16 dibaca demikian? Jelaskan hukumnya!,"Lafaz جَنَّاتٍ (jannātin) pada ayat 16 surah An-Naba' termasuk hukum Ghunnah, kategori Ghunnah. Huruf nun bertasydid, dibaca dengan dengung selama 2 harakat. (Sumber: Kitab Hidayatus Sibyan)","Lafaz جَنَّاتٍ pada ayat 16 dibaca dengan hukum **Ghunnah**.

**Penjelasan:**
Hukum ini terjadi karena terdapat huruf nun bertasydid. Cara membacanya adalah dengan dengung selama 2 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.6429,True,0.688
5,in_domain,gemini,Apa hukum tajwid pada lafaz إِنَّ di ayat 31 surah An-Naba?,"Lafaz إِنَّ (inna) pada ayat 31 surah An-Naba' termasuk hukum Ghunnah, kategori Ghunnah. Huruf nun bertasydid, dibaca dengung 2 harakat. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid pada lafaz **إِنَّ** (inna) di ayat 31 surah An-Naba adalah sebagai berikut:

*   **Hukum:** Ghunnah
*   **Kategori:** Ghunnah
*   **Penjelasan:** Huruf nun bertasydid, dibaca dengung 2 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.8148,True,0.596
6,in_domain,gemini,Jelaskan hukum bacaan lafaz يَتَسَاءَلُونَ pada ayat 1 An-Naba!,"Lafaz يَتَسَاءَلُونَ (yatasaa'aluun) pada ayat 1 surah An-Naba' termasuk hukum Mad Wajib Muttashil, kategori Mad Far'i. Huruf mad thabi'i bertemu hamzah dalam satu kata, dibaca panjang 4 atau 5 harakat. (Sumber: Kitab Hidayatus Sibyan)","Lafaz **يَتَسَاءَلُونَ** pada ayat 1 Surah An-Naba memiliki dua hukum bacaan berdasarkan konteks yang tersedia:

1.  **Mad Wajib Muttashil**
    *   **Kategori:** Mad Far'i
    *   **Penjelasan:** Terjadi karena huruf mad thabi'i bertemu dengan hamzah dalam satu kata. Cara membacanya adalah dengan panjang 4 atau 5 harakat.

2.  **Mad Arid Lissukun**
    *   **Kategori:** Mad Far'i
    *   **Penjelasan:** Terjadi karena huruf wawu mad berada di akhir ayat dan diwaqafkan (berhenti). Cara membacanya adalah dengan panjang 2, 4, atau 6 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.5641,True,0.699
11,in_domain,gemini,Jelaskan hukum bacaan lafaz قَرِيبًا pada ayat 40 An-Naba!,"Lafaz قَرِيبًا (qariibaa) pada ayat 40 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, hukum bacaan untuk lafaz **قَرِيبًا** pada ayat 40 Surah An-Naba adalah sebagai berikut:

1.  **Idgham Bighunnah**
    Lafaz: قَرِيبًا يَ (qariiban yauma)
    Penjelasan: Tanwin bertemu dengan huruf ya, sehingga dibaca lebur (masuk) dengan dengung selama 2 harakat.

2.  **Mad Arid Lissukun**
    Lafaz: قَرِيبًا (qariibaa)
    Penjelasan: Huruf mad yang berada di akhir ayat dan diwaqafkan (berhenti), dibaca panjang 2, 4, atau 6 harakat.

Sumber: Kitab Hidayatus Sibyan",0.5347,True,0.624
12,in_domain,gemini,Bagaimana cara membaca lafaz غَسَّاقًا pada ayat ke-25?,"Lafaz غَسَّاقًا (ghassaaqaa) pada ayat 25 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Cara membaca lafaz **غَسَّاقًا** pada ayat ke-25 adalah sebagai berikut:

Lafaz tersebut mengandung hukum **Mad Arid Lissukun** (kategori Mad Far'i). Cara membacanya adalah dengan memanjangkan bunyi huruf mad di akhir ayat yang diwaqafkan tersebut sepanjang **2, 4, atau 6 harakat**.

**Sumber:** Kitab Hidayatus Sibyan",0.7,True,0.768
13,in_domain,gemini,Sebutkan dan jelaskan hukum tajwid dari kata مِهَادًا di ayat 6!,"Lafaz مِهَادًا (mihaadaa) pada ayat 6 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid dari kata **مِهَادًا** pada ayat 6 adalah sebagai berikut:

*   **Hukum:** Mad Arid Lissukun
*   **Kategori:** Mad Far'i
*   **Penjelasan:** Terdapat huruf mad di akhir ayat yang diwaqafkan, sehingga dibaca panjang 2, 4, atau 6 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.7838,True,0.672
14,in_domain,gemini,Mengapa lafaz وِفَاقًا pada ayat 26 dibaca demikian? Jelaskan hukumnya!,"Lafaz وِفَاقًا (wifaaqaa) pada ayat 26 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Lafaz وِفَاقًا pada ayat 26 dibaca demikian karena memiliki hukum tajwid **Mad Arid Lissukun**.

Berikut adalah penjelasan detailnya berdasarkan konteks yang tersedia:
*   **Kategori:** Mad Far'i.
*   **Penjelasan:** Hukum ini terjadi karena terdapat huruf mad di akhir ayat yang diwaqafkan (berhenti).
*   **Cara Membaca:** Dibaca panjang 2, 4, atau 6 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.6897,True,0.611
15,in_domain,gemini,Apa hukum tajwid pada lafaz مِيقَاتًا di ayat 17 surah An-Naba?,"Lafaz مِيقَاتًا (miiqaataa) pada ayat 17 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid pada lafaz **مِيقَاتًا** di ayat 17 surah An-Naba adalah sebagai berikut:

*   **Hukum:** Mad Arid Lissukun
*   **Kategori:** Mad Far'i
*   **Penjelasan:** Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.8533,True,0.632
16,in_domain,gemini,Jelaskan hukum bacaan lafaz سَيَعْلَمُونَ pada ayat 5 An-Naba!,"Lafaz سَيَعْلَمُونَ (saya'lamuun) pada ayat 5 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Wawu mad di akhir ayat diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, berikut adalah penjelasan hukum tajwid untuk lafaz tersebut:

**Lafaz:** سَيَعْلَمُونَ (saya'lamuun)
**Ayat:** 5
**Hukum:** Mad Arid Lissukun
**Kategori:** Mad Far'i
**Penjelasan:** Terdapat wawu mad di akhir ayat yang diwaqafkan, sehingga dibaca panjang 2, 4, atau 6 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.7407,True,0.649
22,in_domain,gemini,Bagaimana cara membaca lafaz ٱلسَّمَاءِ pada ayat ke-19?,"Lafaz ٱلسَّمَاءِ (as-samā') pada ayat 19 surah An-Naba' termasuk hukum Alif Lam Syamsiyyah, kategori Alif Lam. Alif lam bertemu huruf sin (huruf syamsiyyah), lam dileburkan ke dalam huruf sin. (Sumber: Kitab Hidayatus Sibyan)","Cara membaca lafaz ٱلسَّمَاءِ pada ayat ke-19 adalah dengan hukum **Alif Lam Syamsiyyah**. Penjelasannya adalah alif lam bertemu dengan huruf sin (huruf syamsiyyah), sehingga bunyi lam dileburkan ke dalam huruf sin.

Sumber: Kitab Hidayatus Sibyan",0.7246,True,0.759
7,in_domain,gemini,Bagaimana cara membaca lafaz أَزْوَاجًا pada ayat ke-8?,"Lafaz أَزْوَاجًا (azwaajaa) pada ayat 8 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, cara membaca lafaz **أَزْوَاجًا** pada ayat ke-8 adalah sebagai berikut:

Lafaz tersebut memiliki hukum **Mad Arid Lissukun** (Kategori: Mad Far'i). Cara membacanya adalah dengan memanjangkan huruf mad di akhir ayat yang diwaqafkan sepanjang **2, 4, atau 6 harakat**.

Sumber: Kitab Hidayatus Sibyan",0.6829,True,0.774
8,in_domain,gemini,Sebutkan dan jelaskan hukum tajwid dari kata وَكَوَاعِبَ أَتْرَابًا di ayat 33!,"Lafaz وَكَوَاعِبَ أَتْرَابًا (wa kawaa'iba atraabaa) pada ayat 33 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid untuk lafaz **وَكَوَاعِبَ أَتْرَابًا** pada ayat 33 adalah sebagai berikut:

*   **Hukum:** Mad Arid Lissukun
*   **Kategori:** Mad Far'i
*   **Penjelasan:** Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.8,True,0.634
9,in_domain,gemini,Mengapa lafaz أَوْتَادًا pada ayat 7 dibaca demikian? Jelaskan hukumnya!,"Lafaz أَوْتَادًا (awtaadaa) pada ayat 7 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, berikut adalah penjelasan mengenai hukum tajwid untuk lafaz tersebut:

Lafaz **أَوْتَادًا** (awtaadaa) pada ayat 7 memiliki hukum tajwid **Mad Arid Lissukun**.

**Penjelasan:**
Hukum ini termasuk dalam kategori **Mad Far'i**. Hal ini terjadi karena terdapat huruf mad di akhir ayat yang diwaqafkan (dibaca berhenti), sehingga cara membacanya adalah dengan memanjangkan bacaan sebanyak 2, 4, atau 6 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.6061,True,0.629
10,in_domain,gemini,Apa hukum tajwid pada lafaz عَذَابًا di ayat 30 surah An-Naba?,"Lafaz عَذَابًا ('adzaabaa) pada ayat 30 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid pada lafaz **عَذَابًا** di ayat 30 surah An-Naba adalah sebagai berikut:

*   **Hukum:** Mad Arid Lissukun
*   **Kategori:** Mad Far'i
*   **Penjelasan:** Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.8533,True,0.601
17,in_domain,gemini,Bagaimana cara membaca lafaz يَتَسَاءَلُونَ pada ayat ke-1?,"Lafaz يَتَسَاءَلُونَ (yatasaa'aluun) pada ayat 1 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Huruf wawu mad di akhir ayat diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, cara membaca lafaz **يَتَسَاءَلُونَ** pada ayat ke-1 adalah sebagai berikut:

1.  **Mad Wajib Muttashil**: Dibaca panjang **4 atau 5 harakat**. Hal ini dikarenakan huruf mad thabi'i bertemu dengan hamzah dalam satu kata.
2.  **Mad Arid Lissukun**: Dibaca panjang **2, 4, atau 6 harakat**. Hal ini dikarenakan terdapat huruf wawu mad di akhir ayat yang diwaqafkan (berhenti).

**Sumber:** Kitab Hidayatus Sibyan",0.3762,True,0.713
18,in_domain,gemini,Sebutkan dan jelaskan hukum tajwid dari kata صَوَابًا di ayat 38!,"Lafaz صَوَابًا (shawaabaa) pada ayat 38 surah An-Naba' termasuk hukum Mad Arid Lissukun, kategori Mad Far'i. Huruf mad di akhir ayat yang diwaqafkan, dibaca panjang 2, 4, atau 6 harakat. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, hukum tajwid untuk kata **صَوَابًا** pada ayat 38 adalah sebagai berikut:

*   **Lafaz:** صَوَابًا (shawaabaa)
*   **Hukum:** Mad Arid Lissukun
*   **Kategori:** Mad Far'i
*   **Penjelasan:** Terdapat huruf mad di akhir ayat yang diwaqafkan, sehingga dibaca panjang 2, 4, atau 6 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.725,True,0.611
24,in_domain,gemini,Mengapa lafaz ٱلْفَصْلِ pada ayat 17 dibaca demikian? Jelaskan hukumnya!,"Lafaz ٱلْفَصْلِ (al-faṣli) pada ayat 17 surah An-Naba' termasuk hukum Alif Lam Qamariyyah, kategori Alif Lam. Alif lam bertemu fa (huruf qamariyyah), lam dibaca jelas. (Sumber: Kitab Hidayatus Sibyan)","Lafaz ٱلْفَصْلِ pada ayat 17 dibaca demikian karena memiliki hukum tajwid **Alif Lam Qamariyyah**.

**Penjelasan:**
Hukum ini terjadi karena alif lam bertemu dengan huruf **fa** (yang merupakan salah satu huruf qamariyyah), sehingga huruf lam tersebut harus dibaca dengan jelas.

**Sumber:** Kitab Hidayatus Sibyan",0.5753,True,0.791
25,in_domain,gemini,Apa hukum tajwid pada lafaz هُمْ فِيهِ di ayat 3 surah An-Naba?,"Lafaz هُمْ فِيهِ (hum fiih) pada ayat 3 surah An-Naba' termasuk hukum Izhar Syafawi, kategori Mim Sukun. Mim mati bertemu huruf fa — dibaca jelas karena mim mati bertemu selain ba/mim. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid pada lafaz **هُمْ فِيهِ** (hum fiih) di ayat 3 surah An-Naba adalah sebagai berikut:

*   **Hukum:** Izhar Syafawi
*   **Kategori:** Mim Sukun
*   **Penjelasan:** Mim mati bertemu dengan huruf fa, sehingga dibaca dengan jelas karena mim mati bertemu dengan huruf selain ba atau mim.

**Sumber:** Kitab Hidayatus Sibyan",0.8,True,0.632
26,in_domain,gemini,Jelaskan hukum bacaan lafaz لَابِثِينَ pada ayat 23 An-Naba!,"Lafaz لَابِثِينَ (laabitsiin) pada ayat 23 surah An-Naba' termasuk hukum Mad Thabi'i, kategori Mad Asli. Alif setelah lam dan ya setelah tsa, masing-masing dibaca panjang 2 harakat. (Sumber: Kitab Hidayatus Sibyan)","Hukum bacaan untuk lafaz **لَابِثِينَ** pada ayat 23 Surah An-Naba adalah sebagai berikut:

*   **Hukum:** Mad Thabi'i
*   **Kategori:** Mad Asli
*   **Penjelasan:** Terdapat alif setelah huruf lam dan ya setelah huruf tsa, yang masing-masing dibaca panjang 2 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.8267,True,0.667
27,in_domain,gemini,Bagaimana cara membaca lafaz أَبْوَابًا pada ayat ke-19?,"Lafaz أَبْوَابًا (abwaaban) pada ayat 19 surah An-Naba' termasuk hukum Qalqalah Sughro, kategori Qalqalah. Huruf ba sukun di tengah kata, dipantulkan dengan ringan. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, berikut adalah penjelasan mengenai cara membaca lafaz tersebut:

**Lafaz:** أَبْوَابًا (abwaaban)
**Hukum:** Qalqalah Sughro
**Penjelasan:** Cara membacanya adalah dengan memantulkan bunyi huruf ba sukun tersebut dengan ringan, karena letaknya berada di tengah kata.

**Sumber:** Kitab Hidayatus Sibyan",0.4478,True,0.58
28,in_domain,gemini,Sebutkan dan jelaskan hukum tajwid dari kata نَجْعَلِ di ayat 6!,"Lafaz نَجْعَلِ (naj alil) pada ayat 6 surah An-Naba' termasuk hukum Qalqalah Sughro, kategori Qalqalah. Salah satu huruf qalqalah (jim) berharakat sukun atau mati di tengah kata dan bukan karena waqaf. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid untuk kata **نَجْعَلِ** pada ayat 6 adalah sebagai berikut:

*   **Hukum:** Qalqalah Sughro
*   **Kategori:** Qalqalah
*   **Penjelasan:** Salah satu huruf qalqalah (jim) berharakat sukun atau mati di tengah kata dan bukan karena waqaf.

**Sumber:** Kitab Hidayatus Sibyan",0.7887,True,0.703
29,in_domain,gemini,Mengapa lafaz إِنَّهُمْ كَانُوا۟ pada ayat 27 dibaca demikian? Jelaskan hukumnya!,"Lafaz إِنَّهُمْ كَانُوا۟ (innahum kaanuu) pada ayat 27 surah An-Naba' termasuk hukum Idzhar Syafawi, kategori Idzhar. Mim sukun bertemu dengan kaf. Mim disuarakan dengan terang dan jelas di bibir serta mulut tertutup tanpa dengung. (Sumber: Kitab Hidayatus Sibyan)","Lafaz **إِنَّهُمْ كَانُوا۟** pada Surah An-Naba ayat 27 memiliki hukum tajwid sebagai berikut:

*   **Hukum:** Idzhar Syafawi
*   **Kategori:** Idzhar
*   **Penjelasan:** Hukum ini terjadi karena **mim sukun bertemu dengan huruf kaf**. Cara membacanya adalah huruf mim disuarakan dengan terang dan jelas di bibir serta mulut tertutup tanpa menggunakan dengung (ghunnah).

**Sumber:** Kitab Hidayatus Sibyan",0.7273,True,0.672
35,in_domain,gemini,Apa hukum tajwid pada lafaz يُنفَخُ di ayat 18 surah An-Naba?,"Lafaz يُنفَخُ (yunfakhu) pada ayat 18 surah An-Naba' termasuk hukum Ikhfa Haqiqi, kategori Nun Sukun dan Tanwin. Nun sukun bertemu huruf fa, dibaca samar-samar dengan dengung. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid pada lafaz **يُنفَخُ** (yunfakhu) dalam Surah An-Naba ayat 18 adalah sebagai berikut:

*   **Hukum:** Ikhfa Haqiqi
*   **Kategori:** Nun Sukun dan Tanwin
*   **Penjelasan:** Nun sukun bertemu dengan huruf fa, sehingga dibaca samar-samar dengan dengung.

**Sumber:** Kitab Hidayatus Sibyan",0.7714,True,0.622
36,in_domain,gemini,Jelaskan hukum bacaan lafaz لَن نَّزِيدَكُمْ pada ayat 30 An-Naba!,"Lafaz لَن نَّزِيدَكُمْ (lan nazidakum) pada ayat 30 surah An-Naba' termasuk hukum Idgham Bighunnah, kategori Nun Sukun dan Tanwin. Nun sukun bertemu huruf nun, dibaca lebur dengan dengung 2 harakat. (Sumber: Kitab Hidayatus Sibyan)","Hukum bacaan untuk lafaz **لَن نَّزِيدَكُمْ** pada ayat 30 Surah An-Naba adalah sebagai berikut:

*   **Hukum:** Idgham Bighunnah
*   **Kategori:** Nun Sukun dan Tanwin
*   **Penjelasan:** Terjadi karena nun sukun bertemu dengan huruf nun. Cara membacanya adalah suara nun sukun dileburkan ke huruf nun di depannya dengan disertai dengung selama 2 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.6588,True,0.778
37,in_domain,gemini,Bagaimana cara membaca lafaz جَزَاءً وَ pada ayat ke-26?,"Lafaz جَزَاءً وَ (jazaa'an wa) pada ayat 26 surah An-Naba' termasuk hukum Idgham Bighunnah, kategori Nun Sukun dan Tanwin. Tanwin bertemu huruf wawu, dibaca lebur (masuk) dengan dengung 2 harakat. (Sumber: Kitab Hidayatus Sibyan)","Lafaz **جَزَاءً وَ** (*jazaa'an wa*) pada ayat ke-26 memiliki hukum tajwid **Idgham Bighunnah** (kategori Nun Sukun dan Tanwin).

Cara membacanya adalah suara tanwin bertemu dengan huruf wawu, sehingga dibaca lebur (masuk) ke huruf berikutnya dengan disertai dengung selama 2 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.7692,True,0.722
38,in_domain,gemini,Sebutkan dan jelaskan hukum tajwid dari kata حَبًّا وَ di ayat 15!,"Lafaz حَبًّا وَ (habban wa) pada ayat 15 surah An-Naba' termasuk hukum Idgham Bighunnah, kategori Nun Sukun dan Tanwin. Tanwin bertemu huruf wawu, dibaca lebur (masuk) dengan dengung 2 harakat. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, hukum tajwid untuk lafaz **حَبًّا وَ** pada ayat 15 adalah sebagai berikut:

*   **Hukum:** Idgham Bighunnah
*   **Kategori:** Nun Sukun dan Tanwin
*   **Penjelasan:** Terjadi karena tanwin bertemu dengan huruf wawu (و), sehingga dibaca lebur (masuk) dengan disertai dengung selama 2 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.7013,True,0.587
